image_path,text
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\873.jpg,\log _ { 2 } 8 = 3
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\874.jpg,x ^ { 2 } + y ^ { 2 } \lt 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\875.jpg,e ^ { i \pi } + 1 = 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\876.jpg,\tan z = \frac { \sin z } { \cos z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\877.jpg,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\878.jpg,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\879.jpg,1 0 ^ { 6 4 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\880.jpg,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\881.jpg,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\882.jpg,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\883.jpg,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\884.jpg,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\885.jpg,x _ { 1 } + x _ { 2 } = x _ { 3 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\886.jpg,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\887.jpg,\sqrt { b ^ { 2 } - 4 a c }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\888.jpg,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\889.jpg,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\890.jpg,2 ^ { 1 7 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\891.jpg,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\892.jpg,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\893.jpg,a + b + c + d + e
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\894.jpg,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\895.jpg,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\896.jpg,\sin x - \sin y - \sin \left( x - y \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\897.jpg,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\898.jpg,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\899.jpg,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\900.jpg,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\901.jpg,( ( 1 2 6 \div 1 8 5 ) \times ( 5 9 + 1 3 9 ) ) - 5 9 > 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\902.jpg,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\903.jpg,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\904.jpg,\frac { 1 } { a } F \left( a x + b \right) + C
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\905.jpg,\frac { \sin B + \sin C } { \cos B + \cos C }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\906.jpg,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\907.jpg,3 0 \times 2 9 x ^ { 2 8 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\908.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\909.jpg,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\910.jpg,x _ { 1 } + x _ { 2 } = x _ { 3 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\911.jpg,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\912.jpg,r = \sqrt { \theta }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\913.jpg,\sqrt { b ^ { 2 } - 4 a c }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\914.jpg,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\915.jpg,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\916.jpg,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\917.jpg,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\918.jpg,a + b + c + d + e
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\919.jpg,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\920.jpg,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\921.jpg,\sin x - \sin y - \sin \left( x - y \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\922.jpg,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\923.jpg,n ^ { 3 } = n ^ { \log _ { 2 } 8 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\924.jpg,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\925.jpg,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\926.jpg,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\927.jpg,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\928.jpg,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\929.jpg,\frac { 1 } { a } F \left( a x + b \right) + C
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\930.jpg,\frac { \sin B + \sin C } { \cos B + \cos C }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\931.jpg,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\932.jpg,3 0 \times 2 9 x ^ { 2 8 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\933.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\934.jpg,1 9 \times 7 \leq 1 3 3
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\935.jpg,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\936.jpg,x _ { 1 } + x _ { 2 } = x _ { 3 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\937.jpg,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\938.jpg,\sqrt { b ^ { 2 } - 4 a c }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\939.jpg,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\940.jpg,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\941.jpg,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\942.jpg,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\943.jpg,a + b + c + d + e
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\944.jpg,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\945.jpg,y = \frac { 1 } { x ^ { 2 } + 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\946.jpg,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\947.jpg,\sin x - \sin y - \sin \left( x - y \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\948.jpg,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\949.jpg,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\950.jpg,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\951.jpg,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\952.jpg,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\953.jpg,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d _ { x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\954.jpg,\frac { 1 } { a } F \left( a x + b \right) + C
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\955.jpg,\frac { \sin B + \sin C } { \cos B + \cos C }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\956.jpg,\sin ( x )
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\957.jpg,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\958.jpg,3 0 \times 2 9 x ^ { 2 8 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\959.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\960.jpg,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\961.jpg,x _ { 1 } + x _ { 2 } = x _ { 3 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\962.jpg,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\963.jpg,\sqrt { b ^ { 2 } - 4 a c }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\964.jpg,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\965.jpg,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\966.jpg,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\967.jpg,2 6 \pm ( 1 0 9 + 1 1 9 - 8 2 ) \div ( ( 1 6 9 - 1 2 3 ) + ( 2 0 \div 1 7 5 ) )
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\968.jpg,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\969.jpg,a + b + c + d + e
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\970.jpg,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\971.jpg,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\972.jpg,\sin x - \sin y - \sin \left( x - y \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\973.jpg,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\974.jpg,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\975.jpg,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\976.jpg,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\977.jpg,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\978.jpg,\log _ { c } ( a - b ) = \log _ { c } ( c ^ { ( \log _ { c } a - \log _ { c } b ) } - 1 ) + \log _ { c } b
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\979.jpg,z ^ { 2 } - 2 z - 1 = 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\980.jpg,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\981.jpg,\frac { 1 } { a } F \left( a x + b \right) + C
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\982.jpg,\frac { \sin B + \sin C } { \cos B + \cos C }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\983.jpg,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\984.jpg,3 0 \times 2 9 x ^ { 2 8 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\985.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\986.jpg,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\987.jpg,x _ { 1 } + x _ { 2 } = x _ { 3 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\988.jpg,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\989.jpg,\sqrt { b ^ { 2 } - 4 a c }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\990.jpg,1 8 6 \pm 6 + 9 8 + 1 7 6 + 9 2
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\991.jpg,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\992.jpg,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\993.jpg,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\994.jpg,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\995.jpg,a + b + c + d + e
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\996.jpg,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\997.jpg,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\998.jpg,\sin x - \sin y - \sin \left( x - y \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\999.jpg,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1000.jpg,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1001.jpg,2 ^ { 1 8 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1002.jpg,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1003.jpg,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1004.jpg,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1005.jpg,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1006.jpg,\frac { 1 } { a } F \left( a x + b \right) + C
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1007.jpg,\frac { \sin B + \sin C } { \cos B + \cos C }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1008.jpg,\alpha _ { n + 1 } - 3 \beta = \frac { 3 } { 2 } \alpha _ { n } + \beta - 3 \beta
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1009.jpg,3 0 \times 2 9 x ^ { 2 8 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1010.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1011.jpg,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1012.jpg,f ( x ) = X ^ { 2 } - 4 X - 5
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1013.jpg,x _ { 1 } + x _ { 2 } = x _ { 3 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1014.jpg,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1015.jpg,\sqrt { b ^ { 2 } - 4 a c }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1016.jpg,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1017.jpg,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1018.jpg,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1019.jpg,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1020.jpg,a + b + c + d + e
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1021.jpg,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1022.jpg,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1023.jpg,"m _ { 1 } , m _ { 2 } , m _ { 3 }"
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1024.jpg,\sin x - \sin y - \sin \left( x - y \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1025.jpg,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1026.jpg,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1027.jpg,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1028.jpg,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1029.jpg,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1030.jpg,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1031.jpg,\frac { 1 } { a } F \left( a x + b \right) + C
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1032.jpg,\frac { \sin B + \sin C } { \cos B + \cos C }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1033.jpg,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1034.jpg,1 5 \div ( ( 7 6 \div 1 0 ) + ( 1 9 9 - 8 9 ) ) > 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1035.jpg,3 0 \times 2 9 x ^ { 2 8 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1036.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1037.jpg,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1038.jpg,x _ { 1 } + x _ { 2 } = x _ { 3 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1039.jpg,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1040.jpg,\sqrt { b ^ { 2 } - 4 a c }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1041.jpg,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1042.jpg,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1043.jpg,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1044.jpg,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1045.jpg,\frac { 4 } { 3 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1046.jpg,a + b + c + d + e
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1047.jpg,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1048.jpg,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1049.jpg,\sin x - \sin y - \sin \left( x - y \right)
